num_runs,nis_mean,nis_variance,log_mean_component,log_variance_component,cnis,dof
6050,35.9435,72.7283,-0.00157063,0.0100649,0.0116355,36
6100,35.9527,72.795,-0.00131384,0.0109809,0.0122948,36
6150,35.9549,72.7379,-0.00125333,0.0101961,0.0114495,36
6200,35.9532,72.901,-0.0013017,0.0124365,0.0137382,36
6250,35.9463,72.7867,-0.00149218,0.0108675,0.0123596,36
6300,35.9449,72.6003,-0.00153108,0.00830362,0.0098347,36
6350,35.9181,72.8116,-0.00227806,0.011209,0.013487,36
6400,35.9215,72.8366,-0.00218209,0.011553,0.0137351,36
6450,35.9133,73.0002,-0.00241076,0.0137957,0.0162065,36
6500,35.9123,73.008,-0.0024399,0.0139032,0.0163431,36
6550,35.91,73.1623,-0.00250194,0.0160145,0.0185165,36
6600,35.9122,73.1941,-0.00244305,0.0164489,0.018892,36
6650,35.9145,73.0743,-0.00237734,0.0148109,0.0171882,36
6700,35.9114,73.0982,-0.00246404,0.0151373,0.0176013,36
6750,35.902,72.9868,-0.00272605,0.0136129,0.016339,36
6800,35.9006,72.95,-0.00276593,0.0131088,0.0158748,36
6850,35.8967,72.9468,-0.00287393,0.0130648,0.0159387,36
6900,35.9018,73.009,-0.00273155,0.013916,0.0166476,36
6950,35.8989,72.9898,-0.00281257,0.0136535,0.0164661,36
7000,35.9017,72.9513,-0.00273519,0.0131257,0.0158608,36
7050,35.8983,72.8381,-0.00283022,0.0115736,0.0144038,36
7100,35.9037,73.1504,-0.0026787,0.0158509,0.0185296,36
7150,35.9088,73.24,-0.00253772,0.0170761,0.0196138,36
7200,35.9135,73.1231,-0.00240607,0.0154785,0.0178845,36
7250,35.9099,72.9797,-0.00250695,0.0135151,0.016022,36
7300,35.9184,72.8184,-0.00227021,0.0113026,0.0135729,36
7350,35.9167,72.7276,-0.00231719,0.0100542,0.0123714,36
7400,35.9185,72.5838,-0.00226728,0.00807632,0.0103436,36
7450,35.9249,72.4802,-0.00208744,0.00664787,0.00873531,36
7500,35.9302,72.3856,-0.00194187,0.00534127,0.00728314,36
7550,35.9156,72.3992,-0.00234639,0.00552976,0.00787614,36
7600,35.9137,72.3394,-0.00239905,0.00470293,0.00710198,36
7650,35.9173,72.2326,-0.00230002,0.00322497,0.00552499,36
7700,35.9162,72.1871,-0.0023311,0.00259484,0.00492595,36
7750,35.9269,72.2782,-0.0020337,0.00385677,0.00589047,36
7800,35.9224,72.1361,-0.00215711,0.00188912,0.00404623,36
