run,t,x,y,vx,vy
59,17,16.4226,17.3977,1.40837,0.936716
59,18,18.3971,17.8036,0.971274,1.13898
59,19,18.8055,18.491,1.21754,0.96231
60,0,0,0,1,1
60,1,0.732382,0.266942,1.05497,0.381286
60,2,2.03527,1.59226,0.978695,0.492003
60,3,3.01442,2.43021,0.807076,1.0206
60,4,4.10944,4.13309,0.521815,0.597857
60,5,5.20353,4.82056,0.932427,1.20086
60,6,5.68314,5.88399,0.712499,0.987401
60,7,6.83831,6.72142,0.871332,0.836184
60,8,8.51693,8.08206,0.70898,0.947226
60,9,9.17841,9.4605,1.14173,0.996057
60,10,9.814,10.3367,0.404752,1.15356
60,11,11.1104,11.307,1.09035,0.540376
60,12,12.0398,11.6938,1.56316,1.49205
60,13,13.1341,13.4296,0.823234,1.22212
60,14,14.1706,13.8116,1.2118,1.4942
60,15,15.0062,13.9956,0.578288,0.520122
60,16,16.0973,16.035,1.43858,0.961012
60,17,16.3823,16.5837,0.771607,1.60813
60,18,17.9439,17.7373,0.614323,0.890245
60,19,18.9325,18.6761,1.15514,1.42142
61,0,0,0,1,1
61,1,1.24593,0.808553,0.721559,0.987118
61,2,2.47863,1.68073,1.31942,0.429206
61,3,3.18968,3.06691,1.18615,0.775486
61,4,3.82589,3.50882,0.961807,1.13158
61,5,4.7828,5.28466,0.839797,1.01681
61,6,5.75931,5.85259,1.18573,1.02229
61,7,7.23556,6.89239,0.611248,1.3839
61,8,8.2173,8.10637,1.14853,1.08233
61,9,9.42828,8.84122,1.37515,1.05294
61,10,10.7488,10.4742,0.80035,0.816051
61,11,10.9758,11.1556,0.689895,1.13501
61,12,11.6706,12.6151,1.29059,0.983244
61,13,13.1163,12.4221,1.2871,0.750843
61,14,14.0139,13.9134,1.32036,0.312521
61,15,15.5147,14.7569,1.56108,0.761034
61,16,16.1508,16.0436,0.814806,0.893027
61,17,16.4995,16.7938,1.3197,1.13833
61,18,18.1211,17.9348,1.5215,0.612036
61,19,18.9892,19.3349,0.54027,1.34102
62,0,0,0,1,1
62,1,1.09437,0.87458,0.384416,0.587545
62,2,1.47567,2.4798,0.883958,1.13313
62,3,2.96888,2.94479,1.13234,0.977689
62,4,3.52933,4.15126,1.03501,0.426374
62,5,4.92255,4.66719,0.722828,1.05991
62,6,5.44697,6.05782,0.806421,0.805579
62,7,6.94718,6.60098,1.41205,1.13865
62,8,7.72096,7.66981,0.425668,0.805145
62,9,8.9686,9.15063,1.00801,1.49686
62,10,9.52282,9.76686,0.865302,1.22029
62,11,11.0052,10.5464,1.55162,0.902605
62,12,11.8451,12.3589,1.25795,1.02045
62,13,12.7061,13.0088,0.928771,1.30214
62,14,13.5071,14.0133,0.976609,1.17262
62,15,14.4313,15.3479,0.675084,0.802143
62,16,15.7633,15.8249,1.4269,1.00944
62,17,16.7525,17.0161,0.823821,0.990179
62,18,18.2201,18.065,0.312809,0.974739
62,19,18.3525,19.2899,1.0203,0.609646
63,0,0,0,1,1
63,1,1.28292,0.861271,1.20878,1.07505
63,2,1.73844,2.40653,1.17211,1.48888
63,3,3.11459,2.98214,0.992882,1.26295
63,4,4.2066,3.47557,1.16652,1.02112
63,5,5.1022,4.5599,1.17648,1.4617
63,6,5.73613,6.27901,0.967395,0.751585
63,7,7.22888,6.58526,1.14003,0.789892
63,8,7.98942,8.21416,0.782829,1.15945
63,9,9.22354,8.97484,1.62033,0.920149
63,10,9.6055,10.0356,1.27293,0.461642
63,11,11.1186,11.9229,0.907599,1.68639
63,12,12.0713,12.4437,0.752556,1.07369
63,13,12.5284,13.1369,0.796525,1.35811
63,14,14.6169,13.9093,1.34058,0.830421
63,15,14.379,15.0599,1.09916,1.13825
63,16,16.0228,16.1654,1.10994,1.19105
63,17,16.8885,16.987,1.08613,1.44886
63,18,17.2849,17.8712,1.08874,1.10885
63,19,18.9724,18.8181,0.800201,1.18127
64,0,0,0,1,1
64,1,0.925908,1.60747,0.662123,0.999335
64,2,2.16986,1.68704,0.78415,1.45481
64,3,3.13107,2.87462,0.722198,1.13929
64,4,4.03205,3.98966,1.34209,1.68099
64,5,5.29361,4.99553,0.753952,0.534827
64,6,5.9097,5.90634,1.37188,0.474994
64,7,6.60218,7.35208,0.766595,1.25849
64,8,8.51521,7.85601,0.579432,0.773284
64,9,9.11976,8.83758,1.05958,0.941505
64,10,9.94905,9.95344,1.0961,0.963635
64,11,10.7592,10.8942,1.29225,1.2839
64,12,12.1778,11.9534,1.29325,0.7965
64,13,12.5862,12.8772,1.00899,0.562768
64,14,14.3042,13.7001,0.597479,0.911899
64,15,15.1206,15.0771,1.25498,1.04872
64,16,15.3046,15.3892,0.98258,0.893141
64,17,16.8822,16.7312,0.740101,0.550563
64,18,17.8135,17.8017,0.988169,1.25063
64,19,19.2295,18.841,1.27516,0.595083
65,0,0,0,1,1
65,1,1.00576,1.0781,0.945902,0.987151
65,2,1.68554,2.4463,1.14295,1.59174
65,3,2.83035,2.95179,0.785469,1.12421
65,4,4.20298,3.76815,1.17628,1.24541
65,5,5.49248,5.39644,0.907612,0.787261
65,6,5.44288,5.82036,0.629593,0.627057
65,7,7.12278,6.9359,0.936976,1.23028
65,8,8.46045,7.98712,0.975774,0.749705
65,9,8.65531,9.57908,0.794219,1.42498
65,10,10.1721,10.286,0.836929,1.03036
65,11,10.8625,11.2963,1.22679,0.838139
65,12,11.3732,11.8943,0.832865,1.10042
65,13,13.0692,12.8248,0.891185,0.672825
65,14,14.1267,14.415,0.69609,0.897158
65,15,15.6602,15.0329,0.478472,0.733171
65,16,15.9431,16.0442,1.83481,1.13911
65,17,17.0271,17.1141,1.12235,0.831038
65,18,17.9474,17.9109,1.32566,0.93049
65,19,18.5992,19.1409,1.07876,0.887478
66,0,0,0,1,1
66,1,1.00704,1.28621,0.607725,1.14484
66,2,1.63261,1.71994,0.895172,1.16809
66,3,2.52838,2.83305,1.49128,1.31355
66,4,3.93988,3.9896,1.04439,0.862601
66,5,4.70934,5.11579,1.22359,1.45332
66,6,5.87973,6.16125,0.681213,1.05615
66,7,6.83215,6.69948,0.820031,0.787358
66,8,8.35327,8.23578,1.31808,0.914201
66,9,9.05732,9.57519,1.28138,0.587469
66,10,10.8445,9.95126,1.10578,1.36434
66,11,10.7946,11.0046,0.679567,0.372348
66,12,12.9287,11.8995,0.835628,0.891708
66,13,13.1985,13.0883,0.753976,0.995513
66,14,13.5367,13.874,1.00029,0.853411
66,15,15.3401,15.1802,0.870755,1.25409
66,16,15.4779,16.0104,0.591998,0.907984
66,17,17.3194,17.1888,1.13269,1.7697
66,18,17.9504,18.0625,0.911755,0.911772
66,19,18.8699,18.8204,1.10135,1.46638
67,0,0,0,1,1
67,1,0.990489,1.72277,0.104541,1.03161
67,2,1.91935,1.7908,1.15485,0.452069
67,3,2.96662,3.01784,0.874663,0.667424
67,4,3.86946,4.10157,0.374343,0.6674
67,5,4.55609,4.96686,1.2651,0.850693
67,6,6.12708,6.14623,1.11628,1.07828
67,7,7.41645,6.49815,1.85721,0.895265
67,8,7.99403,8.11401,0.91579,0.688414
67,9,9.11616,8.49454,0.720251,0.338535
67,10,10.1563,10.2382,1.41205,0.922603
67,11,10.6951,11.1584,1.19545,0.876131
67,12,12.0078,12.7459,0.970457,1.72021
67,13,12.9329,12.037,0.503534,1.32953
67,14,14.1955,13.7885,1.20568,0.945092
67,15,14.9146,15.0539,1.3747,0.882119
67,16,16.2173,16.123,0.679633,1.1508
67,17,16.6764,16.7643,0.817481,0.816174
67,18,17.6877,17.9166,0.950655,1.36237
67,19,18.6419,18.8593,1.21413,0.982513
68,0,0,0,1,1
68,1,0.822894,1.32091,1.13507,0.68681
68,2,1.8069,2.05501,0.508694,1.00836
68,3,3.03679,3.13795,0.849835,0.697193
68,4,3.97527,3.93425,1.37871,0.347842
68,5,4.63554,4.67992,1.4863,1.16072
68,6,5.71705,5.8055,1.14423,1.12908
68,7,6.89333,6.91244,1.39303,0.723795
68,8,7.83872,8.5319,1.42552,1.18656
68,9,8.68453,8.70081,1.389,0.963177
68,10,10.673,10.1584,0.464655,0.578632
68,11,11.0763,10.5994,0.495828,0.892075
68,12,12.2816,11.7906,0.866833,0.492825
68,13,12.9021,12.5915,0.92673,0.934766
68,14,14.3607,14.0977,0.733375,0.626951
68,15,15.3519,15.3425,0.852224,1.216
68,16,16.3005,15.0582,0.943371,1.02921
68,17,16.975,16.6935,0.937884,1.14163
68,18,17.992,18.1958,1.22816,1.32863
68,19,18.4812,19.0776,0.929644,1.15996
69,0,0,0,1,1
69,1,0.884421,0.77886,0.85818,1.24812
69,2,1.60442,1.83395,1.35859,1.52734
69,3,3.13801,3.06968,1.0214,0.696939
69,4,4.28206,3.57769,1.17791,0.739993
69,5,5.4719,4.54822,1.2301,0.766231
69,6,5.99492,6.10966,1.21393,1.31411
69,7,7.15337,7.23311,1.26278,0.801681
69,8,8.33722,7.95105,0.948899,1.1119
69,9,9.09605,8.50611,1.40379,0.728632
69,10,9.58394,9.68894,0.77908,1.01813
69,11,11.4313,11.3678,0.929941,0.80273
69,12,11.86,12.1215,0.651927,0.755456
69,13,13.3131,12.8754,0.611345,0.677976
69,14,13.5211,14.3142,1.24746,0.813066
69,15,15.1156,15.392,0.251211,1.06405
69,16,16.2876,15.9411,0.881469,1.36982
69,17,17.1331,16.6108,0.625509,0.986249
69,18,18.7225,17.825,0.903104,0.929457
69,19,19.1661,19.0342,0.364372,1.02095
70,0,0,0,1,1
70,1,0.677351,1.35992,0.974796,1.37551
70,2,1.54607,2.19999,0.986355,1.21977
70,3,3.01256,2.57198,1.23111,1.23084
70,4,4.3513,4.60654,0.974471,1.16594
70,5,5.20708,4.94903,0.955283,0.766559
70,6,5.75156,6.26197,1.04176,1.34718
70,7,6.8269,7.05144,1.21663,0.828765
70,8,7.86241,8.63034,1.15844,0.22677
70,9,8.97009,9.23341,0.819924,0.993821
70,10,9.49295,10.6868,1.01083,0.691627
70,11,11.0198,11.4403,1.30682,0.881611
70,12,12.6277,12.0654,0.763212,0.724583
70,13,13.4056,12.5432,0.880391,0.445997
70,14,13.7883,14.0233,0.999454,0.927513
70,15,14.7717,15.5285,1.07548,1.48786
70,16,15.9592,15.6144,1.04834,0.732747
70,17,17.4944,16.4212,0.998101,1.14038
70,18,17.9616,17.9869,1.20723,1.08703
70,19,18.857,19.2234,0.911894,1.08414
71,0,0,0,1,1
71,1,0.930319,1.10951,1.39591,0.331111
71,2,2.30852,1.77713,1.23445,0.877302
71,3,2.98022,3.52965,1.03547,1.04278
71,4,3.74318,3.98009,0.970659,1.14399
71,5,5.1381,5.16523,0.876728,1.08839
71,6,5.5381,5.99962,0.900155,0.888899
71,7,6.91464,7.40641,1.53682,0.591963
71,8,7.81959,8.03609,1.16699,0.995386
71,9,8.69211,8.76753,0.758429,0.866104
71,10,9.67514,10.1573,1.65364,1.15469
71,11,11.2852,11.6249,1.71784,1.40321
71,12,11.6149,11.0944,0.833058,0.462296
71,13,12.5831,12.9748,1.16787,0.769981
71,14,14.8766,13.8682,1.45714,0.900754
71,15,14.9361,15.2029,0.943299,0.487303
71,16,15.9546,15.8557,1.06953,0.577789
71,17,17.4232,16.8344,0.331229,1.30592
71,18,18.2274,17.8094,1.22535,1.16099
71,19,19.0886,19.0469,0.587437,1.04057
72,0,0,0,1,1
72,1,1.08987,0.884945,1.13031,0.580292
72,2,2.17106,2.63527,0.700229,0.807048
72,3,2.807,3.38867,1.14231,1.49814
72,4,4.61863,3.74527,0.813902,1.3125
72,5,5.38965,4.72325,0.927775,0.753669
72,6,5.72989,6.13955,1.15424,0.398556
72,7,6.85809,6.57845,0.799661,1.0383
72,8,8.15982,8.10592,0.608909,1.12076
72,9,8.77389,8.49295,0.510874,1.33454
72,10,9.83987,9.80579,0.984755,0.719345
72,11,11.6538,10.7332,0.58569,1.29862
72,12,11.9487,12.1663,0.878213,1.24157
72,13,13.0107,13.1614,1.37115,0.756112
72,14,13.8998,14.4944,0.774482,1.3763
72,15,15.1314,14.9268,1.06467,1.51501
72,16,16.031,15.381,0.960438,1.10285
72,17,16.7865,16.8907,1.07223,0.587023
72,18,17.5262,18.1847,0.592899,1.43417
72,19,18.6807,18.3855,0.941031,0.745829
73,0,0,0,1,1
73,1,0.719534,0.545226,0.88525,0.998731
73,2,2.33253,1.96477,0.891268,0.691317
73,3,2.26392,3.50225,0.972715,1.59551
73,4,3.7071,4.33649,0.851418,0.795285
73,5,4.94917,5.12722,0.580936,0.690305
73,6,6.16036,6.01145,1.49525,0.597578
73,7,6.39178,6.6721,1.07458,0.545753
73,8,8.17436,7.48861,1.12208,1.12029
73,9,8.75257,9.69739,0.66558,0.822925
73,10,10.0378,9.67395,1.08485,1.38521
73,11,11.1716,10.8089,1.01182,0.853779
73,12,11.9408,11.8112,1.24326,1.17427
73,13,12.5587,12.7195,0.5543,0.90306
73,14,13.5083,14.2068,0.456756,0.654135
73,15,14.9817,15.182,0.641815,0.888297
73,16,16.414,15.6457,0.914638,1.21961
73,17,17.1341,17.0284,0.730585,0.844084
73,18,18.1833,17.8977,0.856619,0.963076
73,19,18.9731,18.6406,1.27865,0.00569804
74,0,0,0,1,1
74,1,1.04845,1.00759,0.152341,1.07251
74,2,2.49349,1.5478,1.24775,1.27838
74,3,2.96384,2.82064,0.664208,1.35555
74,4,3.38323,4.36874,1.22379,0.961707
74,5,5.29243,4.2531,1.51041,0.680095
74,6,6.21359,5.49876,0.995775,0.74033
74,7,7.0964,7.19413,0.823345,0.503651
74,8,7.87203,7.82327,0.460926,1.50246
74,9,8.99522,8.48268,0.970427,1.06811
74,10,9.79964,10.6839,0.459276,0.352179
74,11,11.0737,10.8227,1.00944,0.943389
74,12,11.8456,12.2052,1.09208,0.884079
74,13,13.1479,12.8794,1.00197,0.56037
74,14,14.2403,14.4067,1.03186,0.643162
74,15,15.3814,15.4837,1.28397,1.18224
74,16,15.7455,15.5607,1.39014,0.712655
74,17,17.7729,17.4395,0.955329,1.1921
74,18,17.9327,17.8594,1.34594,0.805383
74,19,18.9629,18.7571,0.90242,0.80235
75,0,0,0,1,1
75,1,1.58924,0.951006,1.02583,1.09206
75,2,2.22545,2.0395,1.20837,0.950408
75,3,3.11826,2.78311,1.47347,1.25723
75,4,3.98029,3.68664,1.43698,1.34751
75,5,5.33821,5.04697,1.42392,0.633492
75,6,5.77431,6.03319,0.770236,0.880322
75,7,6.92521,7.63833,1.20922,1.07294
75,8,7.9412,8.02124,1.07916,1.22408
75,9,9.18796,9.37537,0.645061,1.27634
75,10,9.41622,9.89777,1.35844,1.24083
75,11,10.7782,11.2325,1.05944,0.605112
75,12,11.7524,12.2882,0.806349,0.892049
75,13,12.7242,12.836,0.339998,0.460311
75,14,13.8222,13.8566,1.1652,1.33615
75,15,14.516,14.855,1.10277,1.12408
75,16,16.4634,16.5047,1.1429,1.17962
75,17,16.7061,16.4468,1.01314,1.11953
75,18,18.1463,17.7692,1.42164,1.33089
75,19,19.1353,19.009,1.17437,0.650777
76,0,0,0,1,1
76,1,0.947225,0.932903,0.698353,0.522338
76,2,1.50674,2.24155,0.909155,1.13637
76,3,3.31866,2.91667,1.15249,0.322116
76,4,4.16577,3.62194,1.11965,0.264704
76,5,4.55602,5.22114,0.75903,0.754124
76,6,6.10249,6.1609,1.67865,1.09308
76,7,6.71581,7.38548,1.10288,0.659828
76,8,8.10514,7.8128,1.19187,1.06249
76,9,9.09531,8.69504,0.731389,0.812148
76,10,9.85786,9.84081,1.12762,0.698642
76,11,11.4046,11.5707,1.29053,0.922787
76,12,11.7164,11.8694,1.21816,1.2072
76,13,13.1493,12.712,1.09824,0.898708
76,14,14.3431,14.053,0.902906,1.09147
76,15,15.2286,15.0535,1.01864,1.11696
76,16,15.5838,16.0413,1.50591,1.10892
76,17,16.5049,17.1518,1.05265,1.39328
76,18,17.9104,17.8566,0.912486,1.01266
76,19,19.2,18.6005,0.999355,0.963691
77,0,0,0,1,1
77,1,0.908785,0.734216,0.792,0.50774
77,2,1.80545,1.7481,0.991011,1.16901
77,3,2.6213,3.05679,1.26473,0.895998
77,4,4.5073,3.94626,1.52533,1.37339
77,5,5.03572,4.90553,0.855387,1.41136
77,6,5.87508,5.89416,1.2299,0.797191
77,7,7.66191,6.94442,0.70352,1.23616
77,8,7.74844,8.38731,1.47896,0.711073
77,9,8.98835,9.2259,1.31043,1.19863
77,10,9.22248,9.34291,1.09978,0.974645
77,11,11.1602,10.4284,1.32311,0.802091
77,12,11.9677,11.8482,0.855817,0.735396
77,13,13.0067,12.9754,1.19834,1.55418
77,14,14.2534,13.7341,0.445267,0.96751
77,15,15.5472,14.8231,1.30177,1.55123
77,16,15.9339,15.419,1.22093,1.23877
77,17,17.451,16.7843,0.670686,1.07776
77,18,17.6194,17.7789,0.766442,0.625754
77,19,19.1512,19.5134,1.38209,0.680558
78,0,0,0,1,1
78,1,1.62692,1.45462,1.18086,1.01326
78,2,1.99503,1.60873,0.978659,1.24812
78,3,2.28852,2.67152,0.339887,0.826564
78,4,4.05514,3.71284,1.15731,0.684725
78,5,5.07718,5.21824,0.706408,1.58659
78,6,5.64134,6.1815,1.15473,1.22983
78,7,6.54102,7.00053,1.09757,1.38374
78,8,7.77534,8.29788,1.22763,1.53031
78,9,9.14236,8.92892,1.00441,1.64115
78,10,10.5144,10.2346,1.21629,1.09708
78,11,11.3832,10.978,0.915211,0.623244
78,12,12.014,12.7416,0.520113,1.19898
78,13,12.7259,12.9605,1.1384,1.21557
78,14,14.5072,14.1329,0.743336,1.04203
78,15,15.4313,15.2476,0.990976,0.883659
78,16,15.7514,16.7691,1.1374,1.4446
78,17,16.9412,16.5076,0.987635,0.615729
78,18,18.0305,17.5527,1.00417,1.18469
78,19,19.2217,18.3466,0.968795,1.0137
79,0,0,0,1,1
79,1,0.807667,1.23892,0.753491,1.03344
79,2,2.58117,2.15929,1.42996,1.15825
79,3,3.49217,3.17982,0.976015,0.561273
79,4,3.86823,3.89448,1.07774,0.843082
79,5,5.24491,4.58318,0.87905,1.37725
79,6,6.16456,6.18169,0.97477,0.630103
79,7,7.08407,6.77145,1.34208,1.01294
79,8,8.21472,8.27505,1.25248,1.07098
79,9,8.95688,8.4172,1.14621,0.961358
79,10,9.91636,10.0519,0.664682,0.806832
79,11,11.3397,11.0908,0.877375,0.889476
79,12,12.0073,12.5259,1.07659,0.964824
79,13,13.6147,12.9986,1.02146,0.649397
79,14,13.5652,14.2236,1.31201,1.26779
79,15,14.6339,15.2106,1.23379,1.13645
79,16,15.9048,16.1183,1.07489,0.996829
79,17,17.5024,17.0786,1.08734,0.937223
79,18,18.1489,17.7069,1.28992,0.71218
79,19,19.1593,19.0467,1.05898,0.552159
80,0,0,0,1,1
80,1,0.972505,1.45573,0.851635,1.17926
80,2,2.09593,2.04824,0.952531,1.07986
80,3,3.28443,3.06502,1.25625,0.671607
80,4,3.91345,3.50719,1.10465,1.58351
80,5,4.73244,5.55305,1.44371,0.744244
80,6,6.11876,5.3322,1.10847,1.14709
80,7,7.06013,7.1065,0.817476,1.03661
80,8,7.90466,8.02521,1.07673,0.8152
80,9,8.99695,9.23039,1.0067,0.887813
80,10,10.0963,9.67726,1.16602,0.991237
80,11,11.2934,10.5513,1.10628,1.00453
80,12,12.2595,12.3293,1.10371,1.26883
80,13,13.2776,13.0363,0.609027,0.601738
80,14,13.4297,13.9309,0.927508,1.00183
80,15,14.9612,15.6147,0.668242,1.13775
80,16,15.984,16.5262,1.56524,0.958972
80,17,17.1996,17.4532,0.961834,0.853116
80,18,17.8321,18.5179,1.53444,0.800968
80,19,19.2374,19.321,1.40748,0.784326
81,0,0,0,1,1
81,1,0.819889,1.53622,1.35126,1.30595
81,2,2.48105,1.98474,1.50443,0.436186
81,3,2.90942,2.67053,0.532136,1.33874
81,4,4.25533,3.66538,1.54703,1.38976
81,5,4.73958,4.96262,0.817836,1.53619
81,6,5.97648,5.39902,0.754106,1.41532
81,7,7.57057,6.69469,0.583729,0.802127
81,8,7.89662,7.90254,1.26153,1.33858
81,9,8.03383,9.31808,0.441889,1.19343
81,10,10.6335,9.9907,0.499475,0.991554
81,11,11.497,10.8753,1.4535,0.970895
81,12,11.8355,11.4631,1.24288,1.12446
81,13,12.8997,12.4616,1.23355,0.839441
81,14,14.0721,13.4497,0.830989,0.703484
81,15,14.53,14.9907,0.608816,1.02403
81,16,15.3849,15.9257,0.426234,1.01886
81,17,16.8743,17.0847,1.28172,1.00801
81,18,17.8109,17.6109,1.14134,1.23734
81,19,18.5654,18.8268,1.27899,0.320011
82,0,0,0,1,1
82,1,1.43438,1.64941,0.765969,0.819847
82,2,1.98392,2.10718,1.40974,1.03088
82,3,2.4874,3.16967,0.828007,0.747005
82,4,4.2097,3.81277,1.1306,0.49649
82,5,4.87876,5.17471,0.883111,0.572663
82,6,5.84668,5.9385,0.795668,1.14346
82,7,6.61757,7.15948,1.16274,0.786308
82,8,8.43832,8.08178,1.14622,0.991056
82,9,9.05279,8.96893,0.808399,0.693516
82,10,9.82649,10.0456,0.95103,1.27598
82,11,10.9541,11.3768,1.09935,1.32256
82,12,11.5624,12.2542,1.26734,1.2358
82,13,12.8193,13.3223,1.02228,0.450673
82,14,14.1952,14.0821,1.17138,1.89845
82,15,15.2458,14.9082,0.474552,0.906017
82,16,15.5976,16.0206,0.795921,1.09181
82,17,16.9062,16.4545,1.29447,1.57651
82,18,18.3587,17.726,1.23245,1.05246
82,19,18.9634,18.6338,0.882838,1.25769
83,0,0,0,1,1
83,1,0.794014,0.750246,0.835225,1.01355
83,2,2.28762,1.84127,0.900052,0.791655
83,3,3.59198,3.83433,1.23716,1.12839
83,4,3.60492,3.67585,0.928722,0.461985
83,5,5.31263,4.96299,1.46337,1.4732
83,6,6.1011,5.82538,0.958136,1.0933
83,7,7.04731,6.62933,0.78072,0.677376
83,8,8.35548,7.63999,0.56976,1.07262
83,9,8.5106,8.9294,0.851954,1.42778
83,10,10.7636,11.0235,1.51259,1.25059
83,11,10.8589,11.1519,1.00489,1.16265
83,12,12.2835,12.2402,1.02395,1.26285
83,13,12.5618,13.2745,1.25651,1.54675
83,14,14.0558,14.011,0.981749,1.09701
83,15,14.8511,15.1797,1.02892,0.821308
83,16,16.1789,15.0815,1.00376,1.8302
83,17,16.7119,16.953,0.514409,1.4488
83,18,18.1035,18.192,1.31463,1.31398
83,19,19.2717,18.804,0.751422,1.55343
84,0,0,0,1,1
84,1,0.87258,0.748922,0.684308,0.703264
84,2,1.58847,1.29335,1.32503,1.06891
84,3,2.83613,3.15355,0.893408,0.644271
84,4,3.97762,3.89265,1.2495,1.07508
84,5,4.60888,5.57456,0.820545,0.874852
84,6,6.45857,6.25058,0.432968,0.626784
84,7,6.43566,6.52096,1.0808,1.18829
84,8,8.6046,8.6264,0.881552,0.811694
84,9,9.4051,8.8603,1.2566,1.14411
84,10,10.0676,10.468,0.713387,0.800002
84,11,10.9153,10.8332,0.515363,0.645124
84,12,12.5085,11.5522,0.879709,0.869788
84,13,12.8718,12.9638,1.16904,1.04576
84,14,13.6732,13.8154,0.901838,1.66866
84,15,14.7862,14.6664,0.592406,1.11833
84,16,16.5603,16.1784,0.997756,1.03375
84,17,17.2514,17.1043,0.688284,1.31173
84,18,17.8696,18.8178,1.0136,0.698561
84,19,19.4262,19.0856,0.941668,1.22604
85,0,0,0,1,1
85,1,1.0404,0.809845,0.990581,0.963802
85,2,1.32527,1.70174,1.30093,1.44927
85,3,2.76233,2.50861,0.846266,1.37361
85,4,3.94836,4.48075,1.06193,0.538402
85,5,5.16992,4.89925,1.24685,1.0169
85,6,5.87947,5.52672,1.23322,0.631463
85,7,6.73808,7.25334,1.15309,1.36346
85,8,7.73548,8.42559,1.13689,1.6168
85,9,9.44105,9.11434,0.682391,0.94581
85,10,10.7456,9.84876,1.22901,0.87872
85,11,10.9776,10.6666,0.728465,1.07251
85,12,11.9387,12.3266,0.860168,0.622105
85,13,13.0399,13.0482,0.805085,1.42701
85,14,14.0398,13.9563,0.621671,0.869187
85,15,15.5144,15.1327,0.556341,0.810596
85,16,15.7671,15.8173,0.998887,1.02089
85,17,16.5077,17.0018,1.02407,0.959974
85,18,17.9174,17.9345,0.606097,0.377861
85,19,19.108,19.3598,0.708627,0.964935
86,0,0,0,1,1
86,1,1.12119,0.256975,0.55519,0.573816
86,2,2.11839,2.44103,1.08495,0.879538
86,3,2.60145,3.32394,1.142,1.01429
86,4,4.08398,4.26597,0.853991,0.60831
86,5,5.15725,5.46697,0.803619,0.283858
86,6,6.21026,5.46626,1.07861,0.347906
86,7,7.16508,6.74855,1.19143,1.06402
86,8,7.87272,7.98901,1.12907,1.06222
86,9,9.0655,9.16167,0.855035,1.22355
86,10,10.2488,9.68245,0.814963,1.62136
86,11,11.1049,10.6623,0.698796,1.17201
86,12,11.9339,11.692,1.16381,0.811576
86,13,12.9796,13.444,1.12992,1.12261
86,14,13.7873,14.1353,1.27687,0.741707
86,15,15.5164,14.7865,0.988792,0.352956
86,16,15.9885,16.1168,0.68886,0.975714
86,17,17.0461,17.1022,0.516715,0.758149
86,18,18.4504,17.7264,0.98105,1.33349
86,19,19.3785,19.0977,0.861659,1.3786
87,0,0,0,1,1
87,1,1.73364,0.876258,0.554581,1.09707
87,2,2.00815,1.81264,0.993006,0.480623
87,3,2.52943,3.33722,1.14198,1.5595
87,4,3.97523,3.75109,0.951634,1.04935
87,5,5.21389,4.95424,1.09502,0.741749
87,6,5.93962,5.90914,1.01011,1.22275
87,7,7.0391,7.13726,0.732663,0.61041
87,8,7.92922,8.18751,1.3819,0.690127
87,9,9.00666,8.97396,1.51355,0.608038
87,10,9.894,10.0645,0.97729,1.00312
87,11,10.4782,10.845,1.38557,1.12644
87,12,12.295,11.7173,0.874381,0.826359
87,13,12.87,13.083,1.0032,1.08681
87,14,14.6802,13.517,1.59865,1.46015
87,15,15.3484,14.6348,1.28271,0.404211
87,16,15.6903,15.9641,0.803592,0.792583
87,17,17.4305,17.0112,0.482693,1.30431
87,18,18.0591,18.4367,0.906536,1.09704
87,19,19.7189,18.7208,1.20107,1.08714
88,0,0,0,1,1
88,1,0.936786,1.15303,1.09375,1.13782
88,2,2.2566,1.9848,0.882477,1.40998
88,3,3.58438,3.05411,0.842911,1.53042
88,4,3.85581,3.8209,0.969594,0.593352
88,5,5.02647,5.07197,1.1575,1.45273
88,6,5.92415,6.44253,0.77854,0.870225
88,7,7.77958,6.56491,0.889245,0.660058
88,8,8.11861,7.80623,0.484506,0.86873
88,9,9.34393,9.05822,1.33983,1.44157
88,10,9.39281,9.55582,0.897196,0.846236
88,11,11.4198,11.087,1.76752,1.52804
88,12,12.0962,11.9973,1.20162,1.31366
88,13,12.8874,12.7147,0.993554,0.788334
88,14,13.7329,14.2973,0.165685,1.39939
88,15,15.159,14.7921,1.30312,0.258638
88,16,16.0968,16.1236,0.707703,1.23799
88,17,17.052,17.1434,1.4194,0.69806
88,18,17.8593,18.2628,1.54218,0.762625
88,19,18.7622,19.2907,0.777517,1.16583
89,0,0,0,1,1
89,1,0.851657,1.11277,0.445499,1.25631
89,2,2.0818,1.75366,0.697036,1.08229
89,3,3.13438,3.30015,0.681101,0.879166
89,4,3.29177,4.19733,0.813971,1.02356
89,5,5.31907,4.80042,0.0693678,1.11001
89,6,6.35399,5.45207,1.32793,0.767402
89,7,6.69798,7.67581,1.27627,1.21503
89,8,7.84456,8.59045,1.25912,0.699582
89,9,9.05309,9.06774,1.05059,0.969635
89,10,9.75179,9.52204,0.878787,1.34891
89,11,11.3997,11.3301,1.71664,0.973401
89,12,12.2092,12.0772,0.983766,1.14641
89,13,13.2618,13.493,1.68965,1.41108
89,14,14.3037,14.1546,0.781662,0.814338
89,15,15.346,14.849,1.39201,0.741698
89,16,15.9396,15.7919,1.20011,1.34697
